Local,Problema,Título,Data,Link
comércio,vazia,"'Ruas vazias, comércio fechado, aulas suspensas': brasileiro no Catar vive incerteza da volta para casa",Há 11 horas,https://g1.globo.com/sc/santa-catarina/noticia/2026/03/03/ruas-vazias-comercio-fechado-aulas-suspensas-brasileiro-incerteza-catar.ghtml
