Periodo,Problema,Título,Data,Link
27/12/2021,produto,"Vídeo: criminosos arrombam loja em supermercado e furtam produtos eletrônicos na Serra, ES",04/03/2022 07:50,https://g1.globo.com/es/espirito-santo/noticia/2022/03/03/video-criminosos-arrombam-loja-em-supermercado-e-furtam-produtos-eletronicos-na-serra-es.ghtml
27/12/2021,produto,Fiscalização apreende produtos vencidos e 170 kg de carne em supermercado no sul de Palmas,15/02/2022 18:21,https://g1.globo.com/to/tocantins/noticia/2022/02/15/fiscalizacao-apreende-produtos-vencidos-e-170-kg-de-carne-em-supermercado-no-sul-de-palmas.ghtml
27/12/2021,compra,Polícia investiga abordagem a menino negro expulso de supermercado em Porto Alegre enquanto fazia compras,23/02/2022 21:23,https://g1.globo.com/rs/rio-grande-do-sul/noticia/2022/02/23/policia-investiga-abordagem-a-menino-negro-expulso-de-supermercado-em-porto-alegre-enquanto-fazia-compras.ghtml
27/12/2021,compra,"Homem enche carrinho de compras e sai do supermercado sem pagar, em Aparecida de Goiânia; vídeo",25/03/2022 10:58,https://g1.globo.com/go/goias/noticia/2022/03/25/homem-enche-carrinho-de-compras-e-sai-do-supermercado-sem-pagar-em-aparecida-de-goiania-video.ghtml
27/12/2021,comida,PM é preso após furtar R$ 1 mil em comida e bebida em supermercado no DF,09/01/2022 17:05,https://g1.globo.com/df/distrito-federal/noticia/2022/01/09/pm-e-preso-apos-furtar-r-1-mil-em-comida-e-bebida-em-supermercado-no-df.ghtml
27/12/2021,falta,"Micro-ônibus bate em poste, atinge muro de supermercado e provoca falta de energia, em Fortaleza",29/01/2022 11:05,https://g1.globo.com/ce/ceara/noticia/2022/01/29/micro-onibus-bate-em-poste-atinge-muro-de-supermercado-e-provoca-falta-de-energia-em-fortaleza.ghtml
27/12/2021,alimento,"Moradores se arriscam na madrugada para pegar sobras de alimentos em supermercado que pegou fogo, na PB",08/01/2022 13:32,https://g1.globo.com/pb/paraiba/noticia/2022/01/08/moradores-se-arriscam-na-madrugada-para-pegar-sobras-de-alimentos-em-supermercado-que-pegou-fogo-na-pb.ghtml
27/12/2021,produto,"Homem é preso suspeito de furtar e consumir produtos dentro de supermercado na avenida Agamenon Magalhães, em Caruaru",23/03/2022 06:39,https://g1.globo.com/pe/caruaru-regiao/noticia/2022/03/23/homem-e-preso-suspeito-de-furtar-e-consumir-produtos-dentro-de-supermercado-na-avenida-agamenon-magalhaes-em-caruaru.ghtml
27/12/2021,chuva,Forte chuva causa quedas de árvores e destrói teto de posto de gasolina e de supermercado em BH; veja imagens,17/02/2022 08:38,https://g1.globo.com/mg/minas-gerais/noticia/2022/02/16/forte-chuva-causa-quedas-de-arvores-e-destroi-teto-de-posto-de-gasolina-e-de-supermercado-em-bh-veja-imagens.ghtml
27/12/2021,compra,Supermercado terá que indenizar em R$ 15 mil cliente que foi atingida por fardos de farinha durante compras em Contagem,15/02/2022 20:16,https://g1.globo.com/mg/minas-gerais/noticia/2022/02/15/supermercado-tera-que-indenizar-em-r-15-mil-cliente-que-foi-atingida-por-fardos-de-farinha-durante-compras-em-contagem.ghtml
27/12/2021,produto,Supermercado é condenado pela Justiça da BA a pagar indenização de R$ 100 mil por vender produtos com agrotóxicos proibidos,13/01/2022 20:09,https://g1.globo.com/ba/bahia/noticia/2022/01/13/supermercado-e-condenado-pela-justica-da-ba-a-pagar-indenizacao-de-r-100-mil-por-vender-produtos-com-agrotoxicos-proibidos.ghtml
27/12/2021,vazia,Ômicron deixa prateleiras dos supermercados dos EUA quase vazias,14/01/2022 17:07,https://g1.globo.com/economia/noticia/2022/01/14/omicron-deixa-prateleiras-dos-supermercados-dos-eua-quase-vazias.ghtml
27/12/2021,preço,Preço da cenoura mais que dobra em um ano nos supermercados de Palmas,17/03/2022 07:04,https://g1.globo.com/to/tocantins/noticia/2022/03/17/preco-da-cenoura-mais-que-dobra-em-um-ano-nos-supermercados-de-palmas.ghtml
